id,street,street_from,street_to,install_year,verify_install_year,verify_install_year_diff,install_type,verify_install_type,road_type,road_type_recode,verify_install_date,verify_install_comment,verify_upgrade1_year,verify_upgrade1_date,verify_upgrade1_type,verify_upgrade1_comment,verify_upgrade2_year,verify_upgrade2_date,verify_upgrade2_type,verify_upgrade2_comment,verify_misclass,geometry_len_km,clean_install_date_raw_count,clean_install_date_type,clean_install_date,clean_install_date_start,clean_install_date_end,clean_install_date_prepost,clean_install_date_notes,clean_upgrade1_date_raw_count,clean_upgrade1_date_type,clean_upgrade1_date,clean_upgrade1_date_start,clean_upgrade1_date_end,clean_upgrade1_date_prepost,clean_upgrade1_date_notes,clean_upgrade2_date_raw_count,clean_upgrade2_date_type,clean_upgrade2_date,clean_upgrade2_date_start,clean_upgrade2_date_end,clean_upgrade2_date_prepost,clean_upgrade2_date_notes,clean_install_semester,clean_upgrade1_semester,clean_upgrade2_semester,geometry_wkb
"1111",Cherry St,Richmond St E,Mill St,"2005","2014","9",Bike Lane,PL,Collector,Collector,9/1/2014,"Aug 2014 SV: https://www.google.com/maps/@43.6527002,-79.3581557,3a,16.3y,154.89h,86.87t/data=!3m7!1e1!3m5!1sdVtt0QujI60shFyG7oUZaA!2e0!5s20140801T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.4273991010728292","2",day,2014/09/01 00:00:00,,,,,,,,,,,,,,,,,,,"1",,,"MULTILINESTRING ((-79.35739 43.65133, -79.35799 43.65266, -79.35853 43.65391, -79.35862 43.65411, -79.35864 43.65419, -79.35866 43.65428, -79.35865 43.65438, -79.3586 43.65452, -79.35854 43.65465, -79.35852 43.6547, -79.35845 43.65487, -79.3584 43.65501))"
"1112",Cosburn Ave,Coxwell Ave,Oak Park Ave,"2005","2007","2",Bike Lane,PL,Minor Arterial,Arterial,Pre-2007,"Sep 2007 SV: https://www.google.com/maps/@43.6943494,-79.3269994,3a,75y,58.9h,93.72t,0r/data=!3m7!1e1!3m5!1sr_OWoaBRPJ5ZPcxUnPOuRQ!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,"Same infrastructure type since 2005, no change",,,,,,"1.310683046779923","91",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.32802 43.69414, -79.32699 43.69436, -79.32402 43.69502, -79.32303 43.69524, -79.32164 43.69552, -79.32095 43.69567, -79.31992 43.69588, -79.31867 43.69616, -79.31743 43.69644, -79.31565 43.69683, -79.3152 43.69692, -79.31472 43.69703, -79.31459 43.69705, -79.31441 43.69706, -79.31388 43.69704, -79.31314 43.697, -79.31267 43.69697, -79.31232 43.69693))"
"1123",Strachan Ave,King St W,Lake Shore Blvd W,"2006","2007","1",Bike Lane,PL,Minor Arterial,Arterial,pre-2007,"simple painted lane between to traffic lanes, no physical vertical barrier",,,,,,,,,,"0.8868265929415037","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.40875 43.63444, -79.40886 43.63452, -79.40894 43.6346, -79.409 43.63467, -79.40906 43.63487, -79.40929 43.63543, -79.40963 43.63626, -79.41005 43.63735, -79.41008 43.63742, -79.41012 43.63754, -79.41015 43.63761, -79.41041 43.63825, -79.41042 43.63826, -79.41048 43.63842, -79.41058 43.63865, -79.41085 43.63925, -79.41087 43.63928, -79.41114 43.63988, -79.41121 43.64007, -79.41127 43.64022, -79.41147 43.64076, -79.41171 43.64136, -79.41175 43.64145, -79.41197 43.64204))"
"1128",Esther Shiner Blvd,Provost Dr,Old Leslie St,"2013","2009","-4",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"May 2009 SV: https://www.google.com/maps/@43.7683849,-79.3704269,3a,45.5y,66.06h,81.98t/data=!3m7!1e1!3m5!1sVCMODEYjRONfg5cUrrt98A!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.3603792328521937","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.37048 43.76834, -79.36748 43.7691, -79.36621 43.76932))"
"1129",Royal York Rd,Royal York Crt,Dundas St W,"2013","2015","2",Bike Lane,PL,Minor Arterial,Arterial,Jul - Sep 2015,"SV Sep 2015 with installed road signage and lane markings: https://www.google.com/maps/@43.658784,-79.5163854,3a,75y,342.76h,77.11t/data=!3m7!1e1!3m5!1sxdfBOzY3jfcNaq2kEl4BOQ!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu",,,,"No upgrades; SV Sep 2022: https://www.google.com/maps/@43.6597218,-79.5168624,3a,75y,359.49h,72.44t/data=!3m7!1e1!3m5!1svpQscB5dKloBvF_dtyUSMA!2e0!5s20220901T000000!7i16384!8i8192?entry=ttu",,,,,,"0.2323422835443958","2",quarter,,2015/07/01 00:00:00,2015-09-30,,,,,,,,,,,,,,,,,"1",,,"MULTILINESTRING ((-79.5163 43.6583, -79.51654 43.65885, -79.51706 43.66016, -79.51712 43.66031))"
"1130",River St,Queen St E,King St E,"2003","2006","3",Cycle Track,PL,Minor Arterial,Arterial,,"No further upgrades in type of infrastructure; refreshing lane markings only",,,,,,,,,,"0.06399414467587362",,,,,,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.35616 43.65687, -79.35638 43.65712, -79.35653 43.65738))"
"1131",Lawrence Ave E,East Ave,Rouge Hill Dr,"2007","2020","13",Bike Lane,PL,Collector,Collector,June 2019 and July 2020,"Addition of a painted lane along cycling route, difficult to find markers, but there is a route sign at the bginning of the roadway. https://www.google.com/maps/@43.7883426,-79.1231802,3a,39.5y,21.82h,84.71t/data=!3m7!1e1!3m5!1s_8JZ5QuDplPH4htpC4jQQg!2e0",,,,,,,,,,"1.306640179118978","1",month,,2020/07/01 00:00:00,2020-07-31,,Install year was 2020 so used July 2020,,,,,,,,,,,,,,,"1",,,"MULTILINESTRING ((-79.13162 43.78071, -79.13067 43.7809, -79.13028 43.78099, -79.13012 43.78104, -79.13008 43.78105, -79.12993 43.78111, -79.12972 43.78125, -79.12935 43.78166, -79.12795 43.78315, -79.12582 43.78543, -79.12452 43.78684, -79.1231 43.78838, -79.12248 43.78919, -79.12199 43.78985))"
"1133",Hoskin Ave,St George St,Queens Park Cres W,"2001","2007","6",Cycle Track,PL,Minor Arterial,Arterial,pre Sep 2007,,"2015",Sep - Nov 2015,BUF,"Jun 2016 SV: https://www.google.com/maps/@43.6647334,-79.3953886,3a,75y,89.92h,67.63t/data=!3m7!1e1!3m5!1sigVSSRREEyy-GwbpqB1GpA!2e0!5s20160601T000000!7i13312!8i6656?entry=ttu","2020",,PBL,completed 2020: https://www.cycleto.ca/month-activeto,,"0.3800980169769506","21",pre_month,,,,2007-09,,"2",range,,2015/09/01 00:00:00,2015-11-30,,,,,,,,,,,,,"MULTILINESTRING ((-79.39844 43.66411, -79.39696 43.66444, -79.39603 43.66463, -79.39574 43.66469, -79.3957 43.6647, -79.39422 43.665, -79.3939 43.66502))"
"1138",River St,Gerrard St E,Queen St E,"2003","2009","6",Cycle Track,PL,Minor Arterial,Arterial,pre-2009,"PL Sep 2007 SV: https://www.google.ca/maps/@43.6574644,-79.3565287,3a,90y,354.03h,91.5t/data=!3m7!1e1!3m5!1sIhF1t01XV_RsfV4t3ZdKMw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu; Several upgrades (2009 PL>2016/7 BUF. 2017/18 PBL)","2018",Aug2017-Jul2018,,"two upgrades: from PL to BUF; then from BUF to PBL . (cycle track with bollards)",,,,,,"0.7372117158417723","2",pre_year,,,,"2009",,"1",range,,2017/08/01 00:00:00,2018-07-31,,,,,,,,,,,"2",,"MULTILINESTRING ((-79.35653 43.65738, -79.35675 43.65786, -79.35676 43.65789, -79.3569 43.6582, -79.35691 43.65824, -79.35692 43.65825, -79.35704 43.65855, -79.35721 43.65894, -79.35746 43.65952, -79.35756 43.65977, -79.35776 43.66024, -79.35789 43.66057, -79.35816 43.6612, -79.35832 43.66156, -79.35846 43.66189, -79.35869 43.66242, -79.35924 43.66371))"
"1139",Colborne Lodge Dr,West Rd,331.3 M N The Queensway,"2001","2009","8",Bike Lane - Contraflow,PL,Other,Local,Pre-2009,"PL pre 2009: https://www.google.com/maps/@43.6427869,-79.4636083,3a,15y,150.34h,82.65t/data=!3m7!1e1!3m5!1s9nklOf__pV98zUbfvyTJrA!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu","2015",,PL,Same type after upgrade,,,,,,"0.4960036640439988","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.46517 43.64523, -79.46518 43.64521, -79.46519 43.64519, -79.4652 43.64518, -79.46522 43.64516, -79.46523 43.64514, -79.46524 43.64513, -79.46525 43.64511, -79.46525 43.64509, -79.46526 43.64508, -79.46532 43.64491, -79.46534 43.64476, -79.46534 43.64465, -79.46532 43.64453, -79.46529 43.64443, -79.46525 43.64433, -79.46522 43.64425, -79.46513 43.64413, -79.46505 43.64405, -79.46496 43.64396, -79.46486 43.64388, -79.46481 43.64385, -79.46468 43.64373, -79.46452 43.64361, -79.46429 43.64343, -79.46412 43.64327, -79.46393 43.64311, -79.4638 43.64299, -79.46368 43.64286, -79.46356 43.64274, -79.46337 43.64251, -79.4632 43.64232, -79.46308 43.64219, -79.46303 43.64215, -79.46297 43.64212, -79.46289 43.6421, -79.46282 43.64209, -79.4626 43.64208, -79.46249 43.64207, -79.46236 43.64204, -79.46226 43.642, -79.4622 43.64196, -79.46212 43.6419, -79.4621 43.64186, -79.46208 43.64182))"
"1140",Strathcona Ave,Pape Ave,Blake St,"2001","2007","6",Bike Lane - Contraflow,PL,Local,Local,pre-2007,"Sep 2007 SV: https://www.google.com/maps/@43.6759075,-79.3435213,3a,75y,68.92h,83.2t/data=!3m7!1e1!3m5!1szA7hZHvSxvoFJ5cGRmHVmw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.3026622167038149","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.34361 43.67588, -79.34339 43.67593, -79.34221 43.6762, -79.34125 43.67642, -79.34119 43.67643, -79.34118 43.67644, -79.341 43.67647, -79.3402 43.67663, -79.34 43.67665))"
"1141",Logan Ave,Eastern Ave,205 M S Eastern Ave,"2007","2009","2",Bike Lane - Contraflow,PL,Local,Local,Pre-2009,"PL installed, one side of road, pre 2009, no upgrade since: https://www.google.com/maps/@43.6573248,-79.3411647,3a,75y,156.12h,87.48t/data=!3m7!1e1!3m5!1s_DJbF6mkgOTz7WX1aFRY5g!2e0!5s20090401T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.2052733547153525","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.3414 43.65788, -79.34122 43.65745, -79.34066 43.65611))"
"1156",Montrose Ave,Bloor St W,Harbord St,"2002","2009","7",Bike Lane - Contraflow,PL,Local,Local,Pre-2009,"Pre-2009 PL: https://www.google.com/maps/@43.6611345,-79.4201484,3a,58y,350.52h,67.8t/data=!3m7!1e1!3m5!1skDtRqKMoCk7nLsXEDfic_g!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.4040634229915925","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.41958 43.65952, -79.42032 43.66148, -79.42074 43.66256, -79.42091 43.66303))"
"1157",Chester Hill Rd,Cambridge Ave,Broadview Ave,"2007","2009","2",Bike Lane - Contraflow,PL,Local,Local,Pre-2009,"(k) existed pre-2009. https://www.google.com/maps/@43.6812925,-79.358429,3a,75y,262.08h,74.82t/data=!3m7!1e1!3m5!1scSQym8p2cvpJagStBgslgQ!2e0!5s20090401T000000!7i13312!8i6656?entry=ttu no further upgrades. No changes up to 2023.",,,,,,,,,,"0.09736093491604764","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.3589 43.68127, -79.35824 43.68128, -79.35769 43.68128))"
"1161",Colborne Lodge Dr,High Park Trl Branch,The Queensway,"2001","2016","15",Bike Lane - Contraflow,PL,Other,Local,Jul - Sep 2016,"SV Jul 2017: https://www.google.com/maps/@43.6398045,-79.4598525,3a,75y,64.23h,83.38t/data=!3m7!1e1!3m5!1sk-GG1OeKrd9e4vSuacSy7g!2e0!5s20170701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.1797645184842799","1",quarter,,2016/07/01 00:00:00,2016-09-30,,,,,,,,,,,,,,,,,"1",,,"MULTILINESTRING ((-79.45939 43.63954, -79.45954 43.63962, -79.45957 43.63964, -79.4596 43.63967, -79.45962 43.63968, -79.4598 43.63979, -79.45999 43.63992, -79.46016 43.64002, -79.46033 43.64011, -79.46052 43.64022, -79.46058 43.64026, -79.46065 43.6403, -79.46071 43.64035, -79.46074 43.64039, -79.46076 43.64042, -79.46078 43.64045, -79.46079 43.64048, -79.46079 43.64049, -79.46079 43.6405, -79.4608 43.64053, -79.46079 43.64056, -79.46078 43.64059, -79.46077 43.64062, -79.46076 43.64065, -79.46076 43.64067, -79.46076 43.64069))"
"1162",Strathcona Ave,Carlaw Ave,Pape Ave,"2001","2007","6",Bike Lane - Contraflow,PL,Local,Local,pre-2007,"Sep 2007 SV: https://www.google.com/maps/@43.6752569,-79.3459666,3a,75y,70.13h,57.06t/data=!3m7!1e1!3m5!1s2PivutQ-psiz70JIhSf9vw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.1998897153633114","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.34598 43.67534, -79.34583 43.67538, -79.34407 43.67578, -79.3438 43.67584, -79.34361 43.67588))"
"1173",Shaw St,College St,Harrison St,"2001","2013","12",Bike Lane - Contraflow,PL,Collector,Collector,Dec-13,"May 2014 SV: https://www.google.com/maps/@43.6514405,-79.4188955,3a,75y,354.51h,80.81t/data=!3m7!1e1!3m5!1s3vDFi6KHeAWivzGZyZORWQ!2e0!5s20140501T000000!7i13312!8i6656?entry=ttu; Article: https://spacing.ca/toronto/2014/02/02/review-new-shaw-street-bike-r",,,,,,,,,,"0.3994640126915656","2",month,,2013/12/01 00:00:00,2013-12-31,,,,,,,,,,,,,,,,,"2",,,"MULTILINESTRING ((-79.41893 43.65143, -79.41894 43.65145, -79.41898 43.65158, -79.41968 43.65339, -79.41971 43.65347, -79.41987 43.65387, -79.4201 43.65447, -79.42027 43.65489))"
"1175",Shaw St,Dupont St,Harbord St,"2013","2014","1",Bike Lane - Contraflow,PL,Collector,Collector,1/1/2014,"May 2014 SV: https://www.google.com/maps/@43.6608156,-79.4225643,3a,75y,348.7h,85.94t/data=!3m7!1e1!3m5!1sxWpxQ64204en-ZtQN_WqBg!2e0!5s20140501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"1.34047188768027","1",day,2014/01/01 00:00:00,,,,,,,,,,,,,,,,,,,"2",,,"MULTILINESTRING ((-79.42188 43.65904, -79.42327 43.66251, -79.42446 43.66538, -79.42593 43.66898, -79.42602 43.66914, -79.42628 43.66984, -79.42661 43.6706))"
"1179",Wellington St W,Niagara St,Bathurst St,"2001","2007","6",Bike Lane,PL,Collector,Collector,pre-2007,"SV sep 2007: https://www.google.com/maps/@43.6419027,-79.4058094,3a,75y,296.73h,74.64t/data=!3m7!1e1!3m5!1sKoIofcQDFM0S2-9OAIHGew!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.3286768271014608","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.4022 43.64266, -79.40475 43.64211, -79.40612 43.64184))"
"1182",Rathburn Rd,The East Mall,Martin Grove Rd,"2001","2009","8",Bike Lane,PL,Minor Arterial,Arterial,Pre 2009,,"2020",Jun - Sep 2020,BUF,"PL upgrade to BUF minus at intersections; OCT 2020 SV: https://www.google.com/maps/@43.6567186,-79.5566252,3a,75y,106.83h,67.1t/data=!3m7!1e1!3m5!1sLWih6WTNAaUgukerJXuZPQ!2e0!5s20201001T000000!7i16384!8i8192?entry=ttu",,,,,,"0.7629427444358023","4",pre_year,,,,"2009",,"1",range,,2020/06/01 00:00:00,2020-09-30,,,,,,,,,,,"1",,"MULTILINESTRING ((-79.55524 43.65704, -79.55525 43.65704, -79.55561 43.65698, -79.55575 43.65696, -79.55699 43.65667, -79.55763 43.65652, -79.56065 43.65581, -79.56151 43.6556, -79.56423 43.65496, -79.56428 43.65495))"
"1187",Sentinel Rd,The Pond Rd,Dovehouse Ave,"2007","2009","2",Bike Lane,PL,Collector,Collector,Pre-2009,"PL installed, pre 2009, no upgr since: https://www.google.com/maps/@43.7604426,-79.4998031,3a,75y,186.45h,76.84t/data=!3m7!1e1!3m5!1swORfKfyXt3BFSwpEhzYojg!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"2.691902641943595","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.49325 43.74861, -79.4936 43.74936, -79.4938 43.74971, -79.49419 43.75044, -79.49428 43.75059, -79.49434 43.75071, -79.49439 43.7508, -79.49448 43.75092, -79.49462 43.75106, -79.49475 43.75117, -79.49485 43.75123, -79.49492 43.75127, -79.49509 43.75137, -79.49523 43.75145, -79.49566 43.75168, -79.49579 43.75175, -79.49585 43.75177, -79.49592 43.75179, -79.496 43.75182, -79.49606 43.75184, -79.49612 43.75185, -79.49621 43.75186, -79.49625 43.75187, -79.49633 43.75189, -79.49642 43.75189, -79.4965 43.7519, -79.49659 43.75191, -79.49669 43.75194, -79.4969 43.75194, -79.49702 43.75196, -79.49713 43.75199, -79.49723 43.75202, -79.49735 43.75206, -79.49743 43.75209, -79.49753 43.75214, -79.49763 43.75218, -79.4977 43.75222, -79.49782 43.75228, -79.49789 43.75231, -79.49797 43.75234, -79.49806 43.75239, -79.49816 43.75244, -79.49828 43.75249, -79.49837 43.75253, -79.49845 43.75259, -79.49852 43.75262, -79.49859 43.75268, -79.49865 43.75275, -79.49873 43.7528, -79.49879 43.75285, -79.49885 43.7529, -79.49893 43.753, -79.49896 43.75306, -79.499 43.75311, -79.49905 43.75319, -79.49911 43.75326, -79.4992 43.75337, -79.49927 43.75346, -79.49934 43.75355, -79.49938 43.75362, -79.49946 43.75374, -79.49949 43.75379, -79.49958 43.7539, -79.49967 43.75404, -79.49976 43.75414, -79.49983 43.75423, -79.49988 43.7543, -79.49993 43.75437, -79.49998 43.75444, -79.50003 43.75453, -79.50008 43.75465, -79.50011 43.75476, -79.50014 43.75485, -79.50015 43.75492, -79.50015 43.755, -79.50013 43.75511, -79.50011 43.7552, -79.50009 43.75528, -79.50004 43.75537, -79.5 43.75547, -79.49994 43.75557, -79.49986 43.75568, -79.49981 43.75578, -79.49977 43.75588, -79.49971 43.75598, -79.49968 43.75608, -79.49951 43.75639, -79.49909 43.75714, -79.49907 43.75732, -79.49906 43.7574, -79.49905 43.75745, -79.49907 43.75751, -79.49906 43.75756, -79.49907 43.75764, -79.49909 43.75768, -79.4991 43.75773, -79.49911 43.75778, -79.49914 43.75787, -79.49918 43.75791, -79.49919 43.75795, -79.4995 43.75867, -79.49953 43.75875, -79.49955 43.75883, -79.49957 43.7589, -79.49958 43.75897, -79.4996 43.75905, -79.49961 43.75913, -79.49962 43.7592, -79.49963 43.7593, -79.49963 43.75942, -79.49965 43.75951, -79.49965 43.75961, -79.49966 43.75975, -79.49965 43.75985, -79.49966 43.75992, -79.49968 43.76, -79.49969 43.7601, -79.49973 43.76022, -79.49974 43.7603, -79.49976 43.76041, -79.4998 43.76051, -79.49984 43.76061, -79.49989 43.76071, -79.49993 43.76083, -79.49996 43.76093, -79.5 43.76106, -79.50052 43.76224, -79.50086 43.76336, -79.50104 43.76398, -79.50113 43.76427, -79.50123 43.76454, -79.50128 43.76468, -79.50128 43.76469, -79.50133 43.76481, -79.50141 43.76525, -79.50142 43.76532, -79.50141 43.76537, -79.50141 43.76545, -79.50139 43.76552, -79.50138 43.76554, -79.50138 43.76558, -79.50137 43.76563, -79.50136 43.76568, -79.50132 43.76577, -79.50129 43.76583, -79.50126 43.7659, -79.5012 43.76601, -79.50115 43.76612, -79.50109 43.7662, -79.50105 43.76628, -79.50103 43.76637, -79.50103 43.76638, -79.50103 43.76643, -79.50103 43.76647, -79.50103 43.76658, -79.50106 43.76669, -79.50108 43.76678, -79.5012 43.76707, -79.5012 43.76708, -79.50124 43.76716, -79.50127 43.76723, -79.50131 43.76736, -79.50137 43.76749, -79.5017 43.76827, -79.50249 43.77001))"
"1188",Huntingwood Dr,Brimley Rd,Commander Blvd,"2006","2013","7",Cycle Track,PL,Minor Arterial,Arterial,2012-2014,"Installed sometime between 2012 and 2014: https://www.google.com/maps/@43.7984302,-79.2734226,3a,34.5y,79.12h,87.84t/data=!3m7!1e1!3m5!1s98PiZEWKFDaM2EQApXxkqw!2e0!5s20141001T000000!7i13312!8i6656?entry=ttu",,,,,,,,Construction may be planned for PBL in 2023-24,,"0.3152497336658646","2",range,,2012/01/01 00:00:00,2014-12-31,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.27337 43.79841, -79.27262 43.79859, -79.27253 43.79859, -79.27242 43.79862, -79.27229 43.79863, -79.27216 43.79864, -79.27206 43.79864, -79.27193 43.79863, -79.27181 43.79863, -79.27171 43.79862, -79.27159 43.79859, -79.27086 43.79842, -79.27057 43.79836, -79.26961 43.7981))"
"1189",Dawes Rd,Victoria Park Ave,Secord Ave,"2008","2011","3",Bike Lane,PL,Minor Arterial,Arterial,Aug 2011 - May 2012,"May 2012 SV: https://www.google.com/maps/@43.6948408,-79.2973522,3a,25y,354.44h,82.63t/data=!3m7!1e1!3m5!1s6ZcBiiX2OW-rndpNbI2FEQ!2e0!5s20120501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"1.507604025191542","1",range,,2011/08/01 00:00:00,2012-05-31,,,,,,,,,,,,,,,,,"2",,,"MULTILINESTRING ((-79.29723 43.69353, -79.29723 43.69354, -79.29728 43.69409, -79.29733 43.69458, -79.29734 43.69492, -79.29739 43.6952, -79.29746 43.69567, -79.29744 43.6959, -79.29741 43.69613, -79.29731 43.69652, -79.29722 43.69689, -79.29721 43.69698, -79.29711 43.69736, -79.29711 43.6974, -79.29709 43.69749, -79.29707 43.6978, -79.29707 43.69825, -79.29707 43.69857, -79.29707 43.699, -79.29703 43.69963, -79.29698 43.70046, -79.29691 43.7009, -79.29691 43.70114, -79.29694 43.70133, -79.29693 43.70179, -79.29693 43.70226, -79.2969 43.70302, -79.29689 43.70312, -79.29684 43.7035, -79.29671 43.70391, -79.29652 43.70424, -79.29642 43.70439, -79.29606 43.70499, -79.29559 43.70585, -79.29548 43.70605, -79.29545 43.70617, -79.29542 43.70632, -79.29537 43.70655, -79.29536 43.70662, -79.29534 43.70664, -79.29532 43.70666, -79.29529 43.70667, -79.29509 43.70675))"
"1191",Christie St,St Clair Ave W,Dupont St,"2007","2009","2",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"(k) existed as of July 2009. https://www.google.com/maps/@43.6760374,-79.4233406,3a,75y,335.07h,92.56t/data=!3m7!1e1!3m5!1s2JOLObVEZyu-9JN0dH09_Q!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu. no further infrastructure upgrades.",,,,,,,,,,"1.17383714899704","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.42154 43.67162, -79.42185 43.67242, -79.42201 43.67282, -79.42216 43.67323, -79.42227 43.67353, -79.42238 43.67384, -79.42259 43.6744, -79.42271 43.67478, -79.42272 43.67481, -79.42299 43.67542, -79.42309 43.67556, -79.42318 43.67572, -79.42331 43.67604, -79.4234 43.67628, -79.42349 43.67651, -79.42351 43.67664, -79.42356 43.6769, -79.42363 43.67712, -79.42369 43.67733, -79.42376 43.67749, -79.42382 43.6776, -79.42393 43.67778, -79.42405 43.67795, -79.42428 43.67822, -79.42447 43.67869, -79.42501 43.67999, -79.42506 43.68011, -79.42537 43.68086, -79.42552 43.68123, -79.42572 43.68171))"
"1195",Shuter St,Sherbourne St,River St,"2003","2007","4",Cycle Track,PL,Minor Arterial,Arterial,pre-2007,"original infrastructure is PL installed prior to sep 2007, SV: https://www.google.com/maps/@43.6569251,-79.3650546,3a,75y,270.05h,78.7t/data=!3m7!1e1!3m5!1sjBju8eOEEa5kOyECSoD51A!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu","2020",,PBL,,,,,,,"1.106918768524124","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.37012 43.65616, -79.36973 43.65625, -79.36948 43.6563, -79.36928 43.6563, -79.36903 43.65631, -79.36862 43.65632, -79.36836 43.65633, -79.36815 43.65633, -79.36801 43.65634, -79.36794 43.65634, -79.3676 43.65637, -79.36695 43.6565, -79.36632 43.65665, -79.36566 43.65679, -79.36562 43.6568, -79.365 43.65694, -79.36487 43.65698, -79.3645 43.65705, -79.36385 43.65719, -79.36375 43.65722, -79.36351 43.65727, -79.36348 43.65727, -79.36283 43.65742, -79.3627 43.65745, -79.36238 43.65752, -79.36203 43.6576, -79.3608 43.65787, -79.36062 43.65791, -79.36036 43.65796, -79.36004 43.65806, -79.35966 43.65821, -79.35951 43.6583, -79.35887 43.65868, -79.3582 43.65909, -79.35814 43.65912, -79.35746 43.65952))"
"1209",Runnymede Rd,Ryding Ave,Maria St,"2002","2007","5",Cycle Track,PL,Minor Arterial,Arterial,Pre2007,"Original infrastructure is PL insttalled prior to 2010, 2 upgrades occurred; PL->BUF->PBL; 2nd Upgrade date see UPGR_COMMENTS; https://www.google.com/maps/@43.6672114,-79.4828479,3a,75y,163.73h,52.69t/data=!3m7!1e1!3m5!1sHFdp4-JOVSofjSARQ5e-1g!2e0! . K-","2019","Jun 22-27, 2019",BUF,"Double upgrade; UPGR. #2: PBL in (Oct) Fall 2020 via SV; see CHECK_FLAG, NOTES and INST_COMMENTS; Source article: https://www.blogto.com/city/2020/10/toronto-street-finally-gets-separated-bike-lanes-it-so-desperately-needed/ ; city council agenda:  https","2020",Fall 2020,PBL,See UPGR comments.,,"0.187114049713328","1",pre_year,,,,"2007",,"1",range,,2019/06/22 00:00:00,2019-06-27,,,"52",semester,,2020/09/01 00:00:00,2020-12-31,,,,"1",,"MULTILINESTRING ((-79.48242 43.66633, -79.48242 43.66633, -79.48263 43.66683, -79.48272 43.66704, -79.48276 43.66714, -79.48283 43.66732, -79.48288 43.66743, -79.48309 43.66793, -79.48309 43.66794))"
"1210",Runnymede Rd,St Clair Ave W,Ryding Ave,"2002","2012","10",Bike Lane,PL,Minor Arterial,Arterial,Oct 2011 - Apr 2012,"SV prior to PL installation Oct 2011: https://www.google.com/maps/@43.667986,-79.4830414,3a,75y,0.51h,80.39t/data=!3m7!1e1!3m5!1sXxHzlGMoRsRaMeTZ-epxnw!2e0!5s20111001T000000!7i13312!8i6656?entry=ttu","2019",May - Sep 2019* (+1),BUF,"SV Sep 2019: https://www.google.com/maps/@43.6686773,-79.4835138,3a,75y,128.89h,90.46t/data=!3m7!1e1!3m5!1sF90-TCm3WFquNo1VVrUHJw!2e0!5s20190901T000000!7i16384!8i8192?entry=ttu; second upgrade to PBL in Sep 2020 - Jan 2021 (Sv Jan 2021: https://www.googl","2020",Sept 2020-Jan2021,PBL,See UPGR comments.,,"0.1235824513427653","1",range,,2011/10/01 00:00:00,2012-04-30,,,"1",range,,2019/05/01 00:00:00,2019-09-30,,Removed * (+1),"1",range,,2020/09/01 00:00:00,2021-01-31,,,"2","1","2","MULTILINESTRING ((-79.48309 43.66794, -79.48333 43.66847, -79.48356 43.66899))"
